candidate_id,candidate_name,gender,age,dob,political_party,election_symbol,is_independent,province_name,district_name,constituency_no,votes_received,vote_share_pct,victory_margin,victory_margin_pct,runner_up_name,runner_up_party,qualification,qualification_normalized,citizenship_district,address,institution
340992,महेन्द्र बहादुर शाही,पुरुष,49,2033-10-15,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,False,कर्णाली प्रदेश,कालिकोट,1,11734,29.8,1087,2.76,श्री नगीन्द्र शाही,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),एस.एल.सी,SLC,कालिकोट,कालिकोट पचालझरना गाउँपालिका कोटिला,"श्री वडीमालिका मा.वि. रास्कोट, कालीकोट"
340564,जय पती रोकाया,पुरुष,47,2035-07-04,नेपाली काँग्रेस,रुख,False,कर्णाली प्रदेश,हुम्ला,1,8797,40.1,1554,7.08,दीपेन्द्र रोकाया,नेपाली कम्युनिष्ट पार्टी,SLC,SLC,हुम्ला,हुम्ला सिमकोट गाउँपालिका तल्लो गाउँ,श्री मानसरोवर उ.मा.वि
342453,खडक वहादुर वुढा,पुरुष,40,2042-08-20,नेपाली काँग्रेस,रुख,False,कर्णाली प्रदेश,जाजरकोट,1,20142,34.93,2735,4.74,शक्ति बहादुर वस्नेत,नेपाली कम्युनिष्ट पार्टी,MA,Masters,जाजरकोट,जाजरकोट शिवालय गाउँपालिका नाहाडा,tu
341040,बासना थापा,महिला,45,2037-02-15,नेपाली काँग्रेस,रुख,False,कर्णाली प्रदेश,दैलेख,1,12372,32.69,576,1.52,रविन्द्र राज शर्मा,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),m. a pass ,m. a pass,काठमाडौं,दैलेख नारायण नगरपालिका जारकोट,
340637,लक्ष्मी प्रसाद पोखरेल,पुरुष,63,2019-03-13,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,False,कर्णाली प्रदेश,दैलेख,2,13889,38.04,4337,11.88,दिक्पाल कुमार शाहि,नेपाली काँग्रेस,आइए,आइए,दैलेख,दैलेख दुल्लु नगरपालिका पोखर,त्रिभुवन विश्व विद्यालय
341140,विष्णु बहादुर खड्का,पुरुष,58,2024-07-06,नेपाली काँग्रेस,रुख,False,कर्णाली प्रदेश,सुर्खेत,1,26897,40.61,8007,12.09,ध्रुवकुमार शाही,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),S.L.C ,SLC,सुर्खेत,सुर्खेत बीरेन्द्रनगर नगरपालिका इत्राम,अम्मर ज्योती मा.वि.
340194,रमेश कुमार सापकोटा,पुरुष,46,2036-08-15,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,कर्णाली प्रदेश,सुर्खेत,2,30826,44.83,14434,20.99,नारायण कुमार कोइराला,नेपाली काँग्रेस,SLC,SLC,सुर्खेत,सुर्खेत बीरेन्द्रनगर नगरपालिका इत्राम,mahendra mavi dang
340125,गोपाल शर्मा,पुरुष,48,2034-09-12,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,False,कर्णाली प्रदेश,रुकुम (पश्चिम भाग),1,21609,36.3,4948,8.31,राजु के.सी.,नेपाली काँग्रेस,स्नातक,Bachelor,,रुकुम (पश्चिम भाग) चौरजहारी नगरपालिका लहरेसिमल,शितल क्याम्पस चौरजहारी
341303,जनक राज गिरी,पुरुष,60,2022-09-15,नेपाली काँग्रेस,रुख,False,सुदूरपश्चिम प्रदेश,बाजुरा,1,17173,39.12,540,1.23,लाल बहादुर थापा,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),स्नातक,Bachelor,बाजुरा,बाजुरा स्वामीकार्तिक खापर गाउँपालिका वाई,त्रिभुवन विश्वविद्यालय
341661,भरत कुमार स्वार,पुरुष,70,2012-03-24,नेपाली काँग्रेस,रुख,False,सुदूरपश्चिम प्रदेश,अछाम,1,10759,35.45,526,1.73,भीम बहादुर रावल,नेपाली कम्युनिष्ट पार्टी,IA,IA,अछाम,अछाम साँफेवगर नगरपालिका रिडीकोट,त्रिभुवन विश्वविद्यालय
340611,यज्ञ बहादुर बोगटी,पुरुष,50,2032-10-04,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,False,सुदूरपश्चिम प्रदेश,अछाम,2,9518,31.14,472,1.54,पुष्प बहादुर शाह,नेपाली काँग्रेस,Bachelor ,Bachelor,अछाम,अछाम मंगलसेन नगरपालिका लाक्षिमना,Achham Multiple Campus 
340443,ऐन बहादुर महर,पुरुष,41,2040-12-02,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,False,सुदूरपश्चिम प्रदेश,बझाङ,1,18543,33.82,2239,4.08,प्रकाश रसाइली स्नेही,नेपाली काँग्रेस,स्नातकोत्तर,Masters,बझाङ,बझाङ जयपृथ्वी नगरपालिका छयाला,त्रिभुवन विश्वविद्यालय
341208,भरत बहादुर खड्का,पुरुष,68,2014-07-04,नेपाली काँग्रेस,रुख,False,सुदूरपश्चिम प्रदेश,डोटी,1,14897,30.3,787,1.6,दीपक बहादुर धामी,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),स्नातक तह,स्नातक तह,डोटी,डोटी पूर्वीचौकी गाउँपालिका गैराघर टोल,डोटी बहुमुखी क्यम्पस
342184,कोमल ज्ञवाली,महिला,47,2035-08-04,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,सुदूरपश्चिम प्रदेश,कैलाली,1,17826,32.88,4959,9.15,जनकराज चौधरी,नेपाली काँग्रेस,स्नातक ,Bachelor,कैलाली,कैलाली टिकापुर नगरपालिका कस्तुरी,नेपाल कमर्स क्याम्पस 
339795,के पी खनाल,पुरुष,26,2056-09-27,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,सुदूरपश्चिम प्रदेश,कैलाली,2,19057,36.2,7108,13.5,पति राम चौधरी,"नागरिक उन्मुक्ति पार्टी, नेपाल(एकल चुनाव चिन्ह)",स्नातक,Bachelor,कैलाली,कैलाली लम्कीचुहा नगरपालिका ,त्रिभुवन विश्वविद्यालय
342441,जगत प्रसाद जोशी,पुरुष,39,2043-06-28,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,सुदूरपश्चिम प्रदेश,कैलाली,3,20359,36.07,8376,14.84,विरमान चौधरी,नेपाली कम्युनिष्ट पार्टी,MA,Masters,बझाङ,कैलाली घोडाघोडी नगरपालिका घुम्‍निभाकल,घोडाघोडी बहुमुखी क्याम्पस
342757,खेम राज कोईराला,पुरुष,48,2033-12-13,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,सुदूरपश्चिम प्रदेश,कैलाली,4,28556,49.0,17255,29.61,गोरख बहादुर विष्ट,नेपाली काँग्रेस,स्नातकोत्तर,Masters,कैलाली,कैलाली गौरीगंगा नगरपालिका मंगलपुर,
339984,आनन्‍द बहादुर चन्‍द,पुरुष,50,2032-02-14,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,सुदूरपश्चिम प्रदेश,कैलाली,5,31953,51.42,19995,32.17,नर नारायण शाह,नेपाली काँग्रेस,विद्यावारीधी,विद्यावारीधी,बैतडी,बैतडी मेलौली नगरपालिका खलिगाड,त्रिभुवन बिश्व विद्यालय
340502,गणेश सिंह ठगुन्ना,पुरुष,57,2025-08-22,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,False,सुदूरपश्चिम प्रदेश,दार्चुला,1,18891,39.45,3055,6.38,धर्मानन्द जोशी,नेपाली काँग्रेस,,Unknown,दार्चुला,दार्चुला महाकाली नगरपालिका किम्तडी,
340516,हरि मोहन भण्डारी,पुरुष,59,2023-10-15,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,सुदूरपश्चिम प्रदेश,बैतडी,1,22134,32.68,3940,5.82,चतुर बहादुर चन्द,नेपाली काँग्रेस,,Unknown,बैतडी,बैतडी पाटन नगरपालिका भण्डारिगाउ,
340545,तारा प्रसाद जोशी,पुरुष,54,2027-12-30,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,सुदूरपश्चिम प्रदेश,डडेलधुरा,1,19131,44.42,7010,16.28,नैन सिंह महर,नेपाली काँग्रेस,विद्यावारिधि (PHD),विद्यावारिधि (PHD),डडेलधुरा,डडेलधुरा गन्यापधुरा गाउँपालिका बामनगाउँ,जवाहरलाल नेहरु विश्वविद्यालय (JNU)
339943,जनक सिंह धामी,पुरुष,55,2027-09-25,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,सुदूरपश्चिम प्रदेश,कञ्चनपुर,1,24332,42.65,13222,23.18,बीना मगर,नेपाली कम्युनिष्ट पार्टी,,Unknown,दार्चुला,कञ्चनपुर बेलडाँडी गाउँपालिका ,
340896,दिपक राज बोहरा,पुरुष,38,2044-01-06,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,सुदूरपश्चिम प्रदेश,कञ्चनपुर,2,33952,55.55,23125,37.84,नारायण प्रकाश साउद,नेपाली काँग्रेस,एस एल सी,एस एल सी,डडेलधुरा,डडेलधुरा अमरगढी नगरपालिका चु्म्साल,घटाल मा.वि 
340127,ज्ञानेन्द्र सिंह महता,पुरुष,40,2042-10-18,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,False,सुदूरपश्चिम प्रदेश,कञ्चनपुर,3,27118,50.64,17675,33.01,हरि प्रसाद बोहरा,नेपाली काँग्रेस,,Unknown,बैतडी,कञ्चनपुर भीमदत्त नगरपालिका ,
